Product_ID,Category,Sub_Category,Brand,Product_Name,Price,Discount,Final_Price,Stock,Sold_Quantity,Rating,Reviews,Supplier,Purchase_Cost,Profit,Expiry_Date,Manufacturing_Date,Warehouse_Location,Shelf_Number,Customer_Age,Customer_Gender,Customer_Type,Payment_Method,Transaction_ID,Order_Status,Delivery_Time,Return_Status,Employee_ID,Shift,Feedback
P1368,Electronics,Mobile,Samsung,Item_D,388,38,240.56,147,77,4.3,260,Supplier_C,942,-701.44,1/4/2026,1/3/2025,Location_B,25,53,Female,Regular,Credit Card,T50368,Pending,12,Not Returned,870,Evening,Average
P1369,Groceries,Laptop,Apple,Item_B,4604,49,2348.04,29,73,2.2,128,Supplier_B,2197,151.04,1/5/2026,1/4/2025,Location_B,24,37,Male,VIP,Cash,T50369,Cancelled,9,Returned,828,Night,Average
P1370,Groceries,Mobile,Sony,Item_B,3657,6,3437.58,72,56,2.7,361,Supplier_B,3751,-313.42,1/6/2026,1/5/2025,Location_A,39,63,Male,Regular,Cash,T50370,Completed,11,Returned,297,Morning,Bad
P1371,Electronics,Laptop,Samsung,Item_C,3006,26,2224.44,35,12,4.7,351,Supplier_B,369,1855.44,1/7/2026,1/6/2025,Location_C,43,60,Male,Regular,Cash,T50371,Completed,6,Returned,493,Evening,Bad
P1372,Groceries,Laptop,Nike,Item_A,4925,37,3102.75,139,85,3,439,Supplier_C,1139,1963.75,1/8/2026,1/7/2025,Location_C,38,48,Male,New,Cash,T50372,Completed,10,Not Returned,493,Night,Good
P1373,Groceries,Shirt,LG,Item_A,440,12,387.2,184,41,4.2,335,Supplier_A,658,-270.8,1/9/2026,1/8/2025,Location_C,42,22,Female,New,Mobile Payment,T50373,Completed,4,Not Returned,540,Morning,Good
P1374,Groceries,Mobile,Apple,Item_B,3511,47,1860.83,25,78,1.9,15,Supplier_B,2897,-1036.17,1/10/2026,1/9/2025,Location_B,2,64,Male,New,Credit Card,T50374,Pending,9,Not Returned,698,Morning,Average
P1375,Toys,Vegetables,Samsung,Item_B,122,32,82.96,182,88,1.5,180,Supplier_C,2917,-2834.04,1/11/2026,1/10/2025,Location_A,23,29,Male,VIP,Mobile Payment,T50375,Pending,6,Not Returned,585,Evening,Good
P1376,Furniture,Shirt,Apple,Item_B,3959,48,2058.68,126,86,4.2,344,Supplier_B,3706,-1647.32,1/12/2026,1/11/2025,Location_A,14,55,Male,Regular,Credit Card,T50376,Completed,12,Returned,532,Morning,Bad
P1377,Furniture,Vegetables,Sony,Item_D,3907,25,2930.25,68,29,2.6,96,Supplier_B,1341,1589.25,1/13/2026,1/12/2025,Location_C,31,61,Male,VIP,Credit Card,T50377,Completed,6,Returned,254,Morning,Average
P1378,Groceries,Vegetables,Samsung,Item_D,2716,23,2091.32,195,83,2.9,454,Supplier_C,2318,-226.68,1/14/2026,1/13/2025,Location_A,8,23,Male,New,Credit Card,T50378,Cancelled,14,Returned,517,Morning,Good
P1379,Furniture,Laptop,Sony,Item_A,2751,41,1623.09,74,37,2.7,239,Supplier_A,440,1183.09,1/15/2026,1/14/2025,Location_C,17,19,Male,Regular,Mobile Payment,T50379,Pending,5,Not Returned,288,Morning,Average
P1380,Toys,Mobile,Sony,Item_B,1334,26,987.16,172,32,4.4,283,Supplier_B,1030,-42.84,1/16/2026,1/15/2025,Location_B,6,61,Female,VIP,Cash,T50380,Completed,13,Not Returned,582,Night,Bad
P1381,Groceries,Laptop,Sony,Item_C,4085,45,2246.75,130,99,3.7,176,Supplier_C,2778,-531.25,1/17/2026,1/16/2025,Location_A,41,20,Female,New,Cash,T50381,Pending,5,Not Returned,709,Night,Average
P1382,Toys,Chairs,Samsung,Item_B,4552,35,2958.8,100,43,2,244,Supplier_A,1714,1244.8,1/18/2026,1/17/2025,Location_B,49,43,Male,Regular,Credit Card,T50382,Completed,14,Returned,635,Night,Good
P1383,Furniture,Shirt,Apple,Item_A,165,35,107.25,120,51,4.5,213,Supplier_C,3903,-3795.75,1/19/2026,1/18/2025,Location_B,30,35,Male,New,Cash,T50383,Cancelled,12,Returned,671,Evening,Bad
P1384,Groceries,Shirt,Samsung,Item_B,4429,19,3587.49,120,72,2.1,8,Supplier_B,2730,857.49,1/20/2026,1/19/2025,Location_C,34,34,Female,Regular,Mobile Payment,T50384,Cancelled,4,Not Returned,594,Evening,Average
P1385,Furniture,Shirt,Apple,Item_C,1313,49,669.63,98,27,2.9,423,Supplier_B,980,-310.37,1/21/2026,1/20/2025,Location_C,41,29,Male,VIP,Mobile Payment,T50385,Completed,7,Not Returned,911,Morning,Good
P1386,Furniture,Shirt,Samsung,Item_D,2919,39,1780.59,35,26,1.2,71,Supplier_A,1275,505.59,1/22/2026,1/21/2025,Location_A,38,64,Male,New,Mobile Payment,T50386,Completed,4,Not Returned,276,Morning,Average
P1387,Clothing,Mobile,LG,Item_A,2359,33,1580.53,65,30,3.4,192,Supplier_B,3884,-2303.47,1/23/2026,1/22/2025,Location_B,39,35,Male,Regular,Cash,T50387,Cancelled,14,Not Returned,672,Morning,Good
P1388,Clothing,Mobile,LG,Item_C,204,6,191.76,50,4,3,174,Supplier_B,825,-633.24,1/24/2026,1/23/2025,Location_A,36,38,Male,Regular,Credit Card,T50388,Completed,3,Returned,503,Morning,Average
P1389,Clothing,Laptop,Sony,Item_B,1577,22,1230.06,99,97,2.6,144,Supplier_A,730,500.06,1/25/2026,1/24/2025,Location_C,1,62,Male,Regular,Cash,T50389,Cancelled,2,Returned,389,Night,Bad
P1390,Groceries,Shirt,Samsung,Item_C,3543,10,3188.7,126,83,4.9,277,Supplier_B,1698,1490.7,1/26/2026,1/25/2025,Location_A,36,39,Female,VIP,Mobile Payment,T50390,Completed,9,Not Returned,380,Evening,Bad
P1391,Furniture,Laptop,Apple,Item_B,3252,8,2991.84,154,27,1.4,171,Supplier_A,283,2708.84,1/27/2026,1/26/2025,Location_B,14,60,Male,Regular,Credit Card,T50391,Cancelled,9,Returned,408,Evening,Good
P1392,Groceries,Vegetables,Apple,Item_D,334,21,263.86,133,69,1.7,493,Supplier_B,645,-381.14,1/28/2026,1/27/2025,Location_B,15,29,Male,Regular,Credit Card,T50392,Cancelled,14,Not Returned,354,Morning,Average
P1393,Groceries,Vegetables,Samsung,Item_A,1569,6,1474.86,8,1,4.8,421,Supplier_A,687,787.86,1/29/2026,1/28/2025,Location_C,30,22,Female,VIP,Credit Card,T50393,Completed,13,Returned,819,Morning,Good
P1394,Toys,Laptop,Nike,Item_A,1151,37,725.13,46,30,4.6,475,Supplier_B,1499,-773.87,1/30/2026,1/29/2025,Location_B,39,43,Male,New,Mobile Payment,T50394,Pending,10,Returned,350,Morning,Bad
P1395,Electronics,Chairs,Nike,Item_C,4649,7,4323.57,123,45,3.6,152,Supplier_A,164,4159.57,1/31/2026,1/30/2025,Location_A,22,41,Male,VIP,Cash,T50395,Pending,14,Not Returned,434,Morning,Good
P1396,Electronics,Laptop,LG,Item_C,2048,20,1638.4,195,66,3.3,34,Supplier_A,3955,-2316.6,2/1/2026,1/31/2025,Location_A,39,23,Male,New,Mobile Payment,T50396,Cancelled,5,Returned,907,Night,Average
P1397,Electronics,Chairs,Sony,Item_A,1548,44,866.88,59,69,3.6,455,Supplier_A,157,709.88,2/2/2026,2/1/2025,Location_A,5,56,Male,Regular,Credit Card,T50397,Cancelled,5,Not Returned,319,Night,Average
P1398,Electronics,Mobile,Sony,Item_D,4551,20,3640.8,157,20,4.6,426,Supplier_B,2273,1367.8,2/3/2026,2/2/2025,Location_C,37,29,Female,VIP,Cash,T50398,Cancelled,5,Returned,721,Morning,Bad
P1399,Electronics,Shirt,Samsung,Item_A,2640,5,2508,39,88,2,194,Supplier_C,3570,-1062,2/4/2026,2/3/2025,Location_B,19,20,Male,New,Cash,T50399,Cancelled,6,Returned,908,Morning,Good
P1400,Electronics,Laptop,LG,Item_A,2840,24,2158.4,155,93,3.2,375,Supplier_B,544,1614.4,2/5/2026,2/4/2025,Location_A,23,41,Male,VIP,Credit Card,T50400,Cancelled,6,Not Returned,293,Evening,Bad
P1401,Furniture,Laptop,Nike,Item_A,3242,9,2950.22,178,33,3.6,114,Supplier_B,767,2183.22,2/6/2026,2/5/2025,Location_B,11,21,Male,VIP,Mobile Payment,T50401,Pending,12,Not Returned,316,Evening,Good
P1402,Toys,Shirt,LG,Item_A,4300,25,3225,70,40,2.2,214,Supplier_B,923,2302,2/7/2026,2/6/2025,Location_A,12,38,Male,VIP,Cash,T50402,Pending,8,Returned,501,Night,Good
P1403,Clothing,Vegetables,LG,Item_B,624,2,611.52,143,30,4.4,228,Supplier_B,2242,-1630.48,2/8/2026,2/7/2025,Location_B,28,62,Female,Regular,Mobile Payment,T50403,Cancelled,4,Returned,208,Evening,Bad
P1404,Electronics,Vegetables,LG,Item_C,570,9,518.7,173,20,2.7,495,Supplier_A,1194,-675.3,2/9/2026,2/8/2025,Location_C,41,40,Male,Regular,Mobile Payment,T50404,Pending,12,Not Returned,278,Morning,Average
P1405,Toys,Chairs,Sony,Item_C,4715,21,3724.85,46,72,2,109,Supplier_B,65,3659.85,2/10/2026,2/9/2025,Location_B,37,59,Male,VIP,Mobile Payment,T50405,Pending,6,Not Returned,513,Evening,Average
P1406,Furniture,Laptop,Nike,Item_C,743,30,520.1,48,78,3.3,75,Supplier_A,830,-309.9,2/11/2026,2/10/2025,Location_A,6,21,Female,New,Mobile Payment,T50406,Cancelled,13,Not Returned,122,Morning,Average
P1407,Toys,Laptop,Nike,Item_B,4955,16,4162.2,169,13,1.6,454,Supplier_A,3859,303.2,2/12/2026,2/11/2025,Location_B,12,46,Male,Regular,Cash,T50407,Pending,7,Returned,918,Morning,Good
P1408,Electronics,Chairs,Sony,Item_A,948,31,654.12,166,24,3.5,15,Supplier_B,2258,-1603.88,2/13/2026,2/12/2025,Location_A,31,32,Male,New,Cash,T50408,Pending,13,Not Returned,229,Morning,Average
P1409,Furniture,Chairs,Nike,Item_C,1567,6,1472.98,25,57,2.1,199,Supplier_A,708,764.98,2/14/2026,2/13/2025,Location_A,23,58,Male,Regular,Credit Card,T50409,Completed,9,Returned,707,Morning,Average
P1410,Clothing,Vegetables,Nike,Item_D,1244,42,721.52,27,2,1.2,98,Supplier_C,3285,-2563.48,2/15/2026,2/14/2025,Location_A,1,65,Male,VIP,Credit Card,T50410,Completed,6,Not Returned,863,Morning,Bad
P1411,Furniture,Mobile,Apple,Item_A,2197,40,1318.2,44,43,4.7,312,Supplier_A,2216,-897.8,2/16/2026,2/15/2025,Location_B,9,43,Female,VIP,Mobile Payment,T50411,Cancelled,2,Not Returned,302,Morning,Average
P1412,Toys,Vegetables,Apple,Item_A,4260,32,2896.8,66,51,3.7,494,Supplier_C,3894,-997.2,2/17/2026,2/16/2025,Location_A,31,27,Male,New,Cash,T50412,Cancelled,6,Returned,487,Morning,Good
P1413,Furniture,Shirt,Sony,Item_C,2470,6,2321.8,164,34,3,462,Supplier_B,1721,600.8,2/18/2026,2/17/2025,Location_C,32,31,Female,VIP,Cash,T50413,Cancelled,11,Not Returned,132,Night,Good
P1414,Furniture,Vegetables,Sony,Item_A,1019,6,957.86,123,67,4.1,105,Supplier_B,1420,-462.14,2/19/2026,2/18/2025,Location_B,14,26,Female,VIP,Mobile Payment,T50414,Pending,11,Not Returned,316,Evening,Average
P1415,Electronics,Vegetables,LG,Item_D,4248,18,3483.36,106,96,3.3,318,Supplier_B,1930,1553.36,2/20/2026,2/19/2025,Location_A,40,33,Female,Regular,Cash,T50415,Completed,10,Returned,491,Morning,Bad
P1416,Clothing,Mobile,LG,Item_D,644,16,540.96,188,78,4.7,323,Supplier_A,1327,-786.04,2/21/2026,2/20/2025,Location_A,5,38,Male,VIP,Credit Card,T50416,Completed,6,Not Returned,676,Night,Average
P1417,Electronics,Mobile,Samsung,Item_A,2269,28,1633.68,157,12,1.5,243,Supplier_B,3164,-1530.32,2/22/2026,2/21/2025,Location_C,26,22,Male,Regular,Mobile Payment,T50417,Completed,9,Returned,278,Night,Good
P1418,Electronics,Laptop,LG,Item_D,1820,4,1747.2,44,27,3,6,Supplier_A,3761,-2013.8,2/23/2026,2/22/2025,Location_A,22,64,Male,New,Credit Card,T50418,Pending,9,Returned,775,Evening,Good
P1419,Groceries,Laptop,Samsung,Item_C,1466,11,1304.74,50,17,3.3,243,Supplier_B,2129,-824.26,2/24/2026,2/23/2025,Location_A,36,65,Female,New,Cash,T50419,Completed,9,Returned,522,Morning,Bad
P1420,Groceries,Chairs,LG,Item_D,3892,40,2335.2,89,96,3.9,152,Supplier_C,358,1977.2,2/25/2026,2/24/2025,Location_B,17,23,Male,VIP,Cash,T50420,Pending,3,Not Returned,744,Evening,Good
P1421,Clothing,Shirt,Apple,Item_C,4601,44,2576.56,158,96,2.6,108,Supplier_B,1894,682.56,2/26/2026,2/25/2025,Location_A,23,37,Female,New,Credit Card,T50421,Completed,10,Not Returned,305,Morning,Average
P1422,Groceries,Chairs,LG,Item_A,1841,13,1601.67,81,2,2.4,267,Supplier_B,740,861.67,2/27/2026,2/26/2025,Location_A,40,26,Male,New,Cash,T50422,Pending,13,Not Returned,716,Morning,Good
P1423,Electronics,Laptop,Sony,Item_B,1095,33,733.65,117,2,3.3,460,Supplier_C,586,147.65,2/28/2026,2/27/2025,Location_B,38,45,Male,New,Mobile Payment,T50423,Cancelled,4,Returned,739,Evening,Bad
P1424,Furniture,Chairs,Nike,Item_D,416,42,241.28,12,22,2.4,124,Supplier_C,1607,-1365.72,3/1/2026,2/28/2025,Location_C,48,65,Male,VIP,Mobile Payment,T50424,Completed,7,Returned,606,Night,Average
P1425,Clothing,Mobile,LG,Item_D,4957,19,4015.17,43,87,2.5,132,Supplier_C,2409,1606.17,3/2/2026,3/1/2025,Location_C,6,36,Female,Regular,Cash,T50425,Cancelled,7,Returned,792,Morning,Average
P1426,Toys,Shirt,Apple,Item_C,1323,18,1084.86,137,0,2,182,Supplier_C,2413,-1328.14,3/3/2026,3/2/2025,Location_A,13,63,Female,New,Cash,T50426,Cancelled,14,Not Returned,647,Morning,Good
P1427,Toys,Vegetables,Samsung,Item_A,1706,47,904.18,82,46,2.4,83,Supplier_C,1605,-700.82,3/4/2026,3/3/2025,Location_C,43,24,Female,Regular,Credit Card,T50427,Pending,10,Not Returned,247,Evening,Bad
P1428,Clothing,Mobile,Nike,Item_C,167,15,141.95,134,95,3.3,250,Supplier_B,819,-677.05,3/5/2026,3/4/2025,Location_A,45,67,Male,Regular,Mobile Payment,T50428,Cancelled,7,Not Returned,503,Night,Bad
P1429,Clothing,Laptop,Sony,Item_A,3975,13,3458.25,179,67,3.1,193,Supplier_A,337,3121.25,3/6/2026,3/5/2025,Location_B,2,37,Female,VIP,Cash,T50429,Pending,11,Returned,230,Morning,Good
P1430,Clothing,Laptop,Nike,Item_B,4064,42,2357.12,85,28,1.1,299,Supplier_B,1559,798.12,3/7/2026,3/6/2025,Location_A,28,18,Male,Regular,Credit Card,T50430,Cancelled,12,Not Returned,727,Evening,Average
P1431,Furniture,Shirt,Apple,Item_B,1475,7,1371.75,166,47,2.3,68,Supplier_A,2915,-1543.25,3/8/2026,3/7/2025,Location_C,13,23,Male,New,Cash,T50431,Cancelled,6,Not Returned,795,Evening,Good
P1432,Toys,Laptop,Samsung,Item_A,2705,31,1866.45,198,25,1.5,341,Supplier_A,997,869.45,3/9/2026,3/8/2025,Location_C,19,57,Male,New,Cash,T50432,Cancelled,5,Not Returned,906,Night,Average
P1433,Toys,Chairs,Samsung,Item_D,324,34,213.84,32,44,4.5,147,Supplier_B,1856,-1642.16,3/10/2026,3/9/2025,Location_A,47,53,Female,Regular,Cash,T50433,Completed,11,Not Returned,591,Morning,Bad
P1434,Electronics,Mobile,Sony,Item_A,3821,3,3706.37,110,35,3,351,Supplier_C,2531,1175.37,3/11/2026,3/10/2025,Location_A,15,45,Male,VIP,Cash,T50434,Completed,11,Returned,859,Night,Good
P1435,Toys,Laptop,Apple,Item_A,2776,19,2248.56,67,96,2.9,404,Supplier_A,1749,499.56,3/12/2026,3/11/2025,Location_A,25,26,Male,New,Cash,T50435,Pending,4,Returned,135,Evening,Good
P1436,Groceries,Vegetables,Apple,Item_D,1411,36,903.04,61,94,2.5,226,Supplier_B,2277,-1373.96,3/13/2026,3/12/2025,Location_A,10,48,Female,New,Mobile Payment,T50436,Cancelled,3,Not Returned,325,Morning,Average
P1437,Clothing,Vegetables,Nike,Item_A,1290,47,683.7,185,52,3.1,99,Supplier_B,3307,-2623.3,3/14/2026,3/13/2025,Location_A,40,19,Female,New,Cash,T50437,Completed,14,Not Returned,736,Evening,Average
P1438,Clothing,Vegetables,Samsung,Item_C,1117,11,994.13,188,29,1.8,120,Supplier_C,1442,-447.87,3/15/2026,3/14/2025,Location_C,9,19,Male,New,Cash,T50438,Completed,2,Returned,381,Morning,Average
P1439,Toys,Chairs,Sony,Item_C,1399,15,1189.15,134,42,2.2,290,Supplier_A,447,742.15,3/16/2026,3/15/2025,Location_A,47,47,Female,New,Mobile Payment,T50439,Pending,4,Returned,478,Night,Average
P1440,Furniture,Vegetables,Apple,Item_C,2465,3,2391.05,11,92,1.7,400,Supplier_A,2097,294.05,3/17/2026,3/16/2025,Location_C,43,66,Female,VIP,Credit Card,T50440,Pending,8,Not Returned,120,Morning,Average
P1441,Electronics,Shirt,Sony,Item_D,774,2,758.52,112,25,4.4,316,Supplier_B,3288,-2529.48,3/18/2026,3/17/2025,Location_C,14,44,Female,Regular,Cash,T50441,Pending,5,Returned,248,Evening,Average
P1442,Clothing,Chairs,LG,Item_D,1640,19,1328.4,109,69,2,92,Supplier_C,2841,-1512.6,3/19/2026,3/18/2025,Location_A,23,61,Female,VIP,Credit Card,T50442,Completed,14,Not Returned,938,Night,Bad
P1443,Electronics,Chairs,Nike,Item_D,1289,35,837.85,81,49,2.7,32,Supplier_A,2483,-1645.15,3/20/2026,3/19/2025,Location_B,13,39,Male,Regular,Mobile Payment,T50443,Completed,6,Not Returned,386,Night,Bad
P1444,Toys,Chairs,Sony,Item_C,2704,48,1406.08,163,65,2.5,259,Supplier_C,105,1301.08,3/21/2026,3/20/2025,Location_B,16,46,Female,Regular,Cash,T50444,Completed,3,Not Returned,133,Morning,Good
P1445,Furniture,Vegetables,Nike,Item_B,78,17,64.74,118,91,5,112,Supplier_C,3111,-3046.26,3/22/2026,3/21/2025,Location_A,23,35,Female,VIP,Credit Card,T50445,Completed,7,Returned,856,Evening,Good
P1446,Groceries,Laptop,Samsung,Item_D,1331,21,1051.49,105,2,1.6,300,Supplier_B,2078,-1026.51,3/23/2026,3/22/2025,Location_B,14,63,Male,Regular,Cash,T50446,Cancelled,8,Returned,241,Night,Good
P1447,Clothing,Vegetables,LG,Item_B,1381,12,1215.28,197,9,2.3,398,Supplier_A,202,1013.28,3/24/2026,3/23/2025,Location_A,20,44,Male,New,Cash,T50447,Cancelled,1,Returned,600,Evening,Good
P1448,Toys,Laptop,LG,Item_C,3549,38,2200.38,2,34,2.8,455,Supplier_A,2084,116.38,3/25/2026,3/24/2025,Location_C,36,46,Female,New,Mobile Payment,T50448,Pending,2,Not Returned,311,Night,Average
P1449,Groceries,Shirt,Samsung,Item_A,1181,27,862.13,49,15,1.1,100,Supplier_B,1761,-898.87,3/26/2026,3/25/2025,Location_B,24,63,Male,VIP,Mobile Payment,T50449,Pending,9,Not Returned,528,Morning,Bad
P1450,Toys,Vegetables,Samsung,Item_A,663,20,530.4,80,60,4.4,211,Supplier_A,1925,-1394.6,3/27/2026,3/26/2025,Location_B,14,37,Female,VIP,Credit Card,T50450,Pending,12,Returned,674,Morning,Bad
P1451,Clothing,Mobile,Apple,Item_D,3988,38,2472.56,16,18,4.2,445,Supplier_B,84,2388.56,3/28/2026,3/27/2025,Location_B,21,21,Male,Regular,Mobile Payment,T50451,Pending,14,Returned,176,Evening,Average
P1452,Electronics,Chairs,Apple,Item_A,4460,2,4370.8,103,43,4,284,Supplier_A,3938,432.8,3/29/2026,3/28/2025,Location_B,1,29,Female,Regular,Credit Card,T50452,Pending,12,Not Returned,869,Morning,Good
P1453,Electronics,Laptop,Apple,Item_B,2848,41,1680.32,73,84,3.1,432,Supplier_B,1655,25.32,3/30/2026,3/29/2025,Location_C,5,59,Female,New,Cash,T50453,Cancelled,8,Returned,899,Morning,Bad
P1454,Toys,Shirt,Samsung,Item_B,1019,1,1008.81,6,17,1.9,184,Supplier_C,3202,-2193.19,3/31/2026,3/30/2025,Location_B,42,44,Male,New,Credit Card,T50454,Completed,9,Not Returned,920,Evening,Bad
P1455,Electronics,Vegetables,Nike,Item_D,3800,35,2470,141,55,1.8,226,Supplier_A,1550,920,4/1/2026,3/31/2025,Location_A,21,33,Male,Regular,Mobile Payment,T50455,Pending,9,Returned,719,Morning,Average
P1456,Toys,Chairs,Apple,Item_C,4343,49,2214.93,107,86,5,499,Supplier_A,596,1618.93,4/2/2026,4/1/2025,Location_C,41,33,Female,VIP,Credit Card,T50456,Cancelled,14,Not Returned,583,Evening,Good
P1457,Furniture,Shirt,Samsung,Item_C,632,1,625.68,49,72,3.9,361,Supplier_B,2589,-1963.32,4/3/2026,4/2/2025,Location_A,43,24,Male,Regular,Cash,T50457,Pending,9,Not Returned,215,Evening,Average
P1458,Clothing,Chairs,Sony,Item_C,4181,18,3428.42,95,79,1.6,325,Supplier_B,1079,2349.42,4/4/2026,4/3/2025,Location_A,22,67,Female,Regular,Mobile Payment,T50458,Completed,10,Not Returned,678,Morning,Bad
P1459,Electronics,Shirt,LG,Item_D,2046,37,1288.98,17,99,4.4,88,Supplier_A,973,315.98,4/5/2026,4/4/2025,Location_B,42,51,Male,VIP,Mobile Payment,T50459,Pending,12,Returned,518,Night,Good
P1460,Electronics,Chairs,LG,Item_B,2286,28,1645.92,24,6,2.1,277,Supplier_C,3803,-2157.08,4/6/2026,4/5/2025,Location_B,46,53,Female,VIP,Mobile Payment,T50460,Completed,13,Not Returned,784,Night,Bad
P1461,Clothing,Shirt,Sony,Item_A,886,0,886,123,7,3.3,157,Supplier_C,1716,-830,4/7/2026,4/6/2025,Location_A,31,55,Male,Regular,Credit Card,T50461,Pending,14,Not Returned,408,Evening,Bad
P1462,Clothing,Shirt,LG,Item_A,2143,27,1564.39,58,25,2.3,444,Supplier_B,1026,538.39,4/8/2026,4/7/2025,Location_B,36,53,Male,VIP,Mobile Payment,T50462,Cancelled,13,Returned,511,Evening,Bad
P1463,Clothing,Shirt,Sony,Item_D,2960,4,2841.6,109,90,1.9,54,Supplier_B,3508,-666.4,4/9/2026,4/8/2025,Location_B,41,51,Male,New,Mobile Payment,T50463,Completed,2,Returned,937,Morning,Bad
P1464,Toys,Laptop,Apple,Item_B,3017,10,2715.3,106,6,4.5,8,Supplier_C,49,2666.3,4/10/2026,4/9/2025,Location_C,47,38,Male,Regular,Cash,T50464,Completed,14,Returned,989,Night,Bad
P1465,Furniture,Vegetables,Sony,Item_A,1607,2,1574.86,74,41,2.5,19,Supplier_C,1989,-414.14,4/11/2026,4/10/2025,Location_C,27,34,Female,Regular,Cash,T50465,Pending,11,Returned,907,Night,Average
P1466,Toys,Mobile,Sony,Item_C,274,25,205.5,120,50,2.2,191,Supplier_C,3487,-3281.5,4/12/2026,4/11/2025,Location_A,11,23,Male,Regular,Cash,T50466,Cancelled,13,Not Returned,588,Morning,Bad
P1467,Groceries,Chairs,Sony,Item_A,2854,40,1712.4,164,18,3.4,480,Supplier_A,2719,-1006.6,4/13/2026,4/12/2025,Location_B,5,63,Male,Regular,Credit Card,T50467,Pending,7,Returned,715,Evening,Bad
P1468,Groceries,Chairs,LG,Item_C,1113,27,812.49,196,98,2.7,215,Supplier_A,2047,-1234.51,4/14/2026,4/13/2025,Location_A,49,65,Female,VIP,Mobile Payment,T50468,Completed,3,Returned,400,Evening,Good
P1469,Clothing,Laptop,Nike,Item_D,4275,4,4104,85,26,1.6,307,Supplier_C,2528,1576,4/15/2026,4/14/2025,Location_C,37,42,Female,New,Mobile Payment,T50469,Pending,11,Returned,798,Night,Average
P1470,Clothing,Chairs,Sony,Item_C,4401,49,2244.51,1,14,3.8,22,Supplier_B,1912,332.51,4/16/2026,4/15/2025,Location_B,28,37,Female,Regular,Mobile Payment,T50470,Cancelled,5,Not Returned,612,Morning,Average
P1471,Groceries,Vegetables,Sony,Item_C,4983,9,4534.53,130,98,4.5,239,Supplier_C,916,3618.53,4/17/2026,4/16/2025,Location_B,44,54,Male,New,Credit Card,T50471,Pending,10,Not Returned,980,Night,Bad
P1472,Groceries,Vegetables,Apple,Item_C,665,44,372.4,81,25,4.2,190,Supplier_A,2355,-1982.6,4/18/2026,4/17/2025,Location_A,36,19,Male,VIP,Cash,T50472,Completed,2,Not Returned,416,Night,Bad
P1473,Furniture,Laptop,Apple,Item_C,951,27,694.23,35,64,1.3,234,Supplier_B,685,9.23,4/19/2026,4/18/2025,Location_B,41,59,Male,New,Mobile Payment,T50473,Completed,5,Not Returned,115,Morning,Bad
P1474,Toys,Vegetables,Sony,Item_A,4916,20,3932.8,89,17,1.6,187,Supplier_A,2047,1885.8,4/20/2026,4/19/2025,Location_C,43,36,Male,VIP,Mobile Payment,T50474,Cancelled,13,Returned,109,Evening,Bad
P1475,Furniture,Vegetables,Nike,Item_B,2623,11,2334.47,142,20,2.1,162,Supplier_A,3990,-1655.53,4/21/2026,4/20/2025,Location_B,36,24,Female,New,Cash,T50475,Completed,10,Returned,437,Evening,Good
P1476,Electronics,Chairs,Apple,Item_A,3589,9,3265.99,16,82,3.6,379,Supplier_C,858,2407.99,4/22/2026,4/21/2025,Location_C,15,33,Male,New,Cash,T50476,Cancelled,12,Returned,126,Evening,Bad
P1477,Groceries,Chairs,Samsung,Item_A,510,14,438.6,199,40,3.8,310,Supplier_B,167,271.6,4/23/2026,4/22/2025,Location_B,47,62,Male,New,Mobile Payment,T50477,Cancelled,3,Not Returned,441,Night,Good
P1478,Groceries,Shirt,Sony,Item_B,1194,6,1122.36,99,59,4,23,Supplier_C,220,902.36,4/24/2026,4/23/2025,Location_A,37,40,Female,VIP,Mobile Payment,T50478,Completed,4,Not Returned,803,Morning,Good
P1479,Furniture,Chairs,Samsung,Item_A,1531,6,1439.14,36,7,4.3,165,Supplier_B,1187,252.14,4/25/2026,4/24/2025,Location_A,26,56,Female,Regular,Cash,T50479,Pending,2,Not Returned,572,Morning,Bad
P1480,Groceries,Chairs,Apple,Item_C,109,31,75.21,91,41,2.2,479,Supplier_A,1091,-1015.79,4/26/2026,4/25/2025,Location_C,19,19,Female,New,Mobile Payment,T50480,Cancelled,12,Not Returned,958,Morning,Average
P1481,Clothing,Mobile,Apple,Item_A,668,16,561.12,118,45,4.7,243,Supplier_A,3332,-2770.88,4/27/2026,4/26/2025,Location_A,39,37,Male,Regular,Mobile Payment,T50481,Completed,13,Returned,561,Night,Good
P1482,Groceries,Chairs,Apple,Item_C,2584,28,1860.48,192,73,3.1,184,Supplier_A,3096,-1235.52,4/28/2026,4/27/2025,Location_A,18,25,Male,New,Cash,T50482,Cancelled,11,Not Returned,290,Night,Good
P1483,Toys,Chairs,Apple,Item_D,919,45,505.45,55,77,4.9,290,Supplier_C,2732,-2226.55,4/29/2026,4/28/2025,Location_A,17,38,Female,New,Cash,T50483,Cancelled,3,Not Returned,390,Night,Average
P1484,Groceries,Shirt,Samsung,Item_D,2220,48,1154.4,172,35,1.7,55,Supplier_C,1518,-363.6,4/30/2026,4/29/2025,Location_C,26,45,Male,VIP,Mobile Payment,T50484,Cancelled,4,Returned,776,Evening,Bad
P1485,Toys,Shirt,Sony,Item_B,914,44,511.84,66,64,1.4,210,Supplier_A,3559,-3047.16,5/1/2026,4/30/2025,Location_C,44,49,Female,New,Mobile Payment,T50485,Completed,5,Not Returned,615,Evening,Good
